Epoch,DeviceID,Type,HMM_State,AnomalyScore,BehavioralTrust,TrustScore,GraphRisk,FinalRisk,Triggered,TriggerReason,Quarantined,DetectionEpoch
6,user_0_phone,primary,Normal,0.0,1.0,0.9488,0.018,0.5713,False,Device is trust-compliant.,False,
6,user_0_laptop_1,linked,Idle,0.0,1.0,0.9617,0.018,0.5681,False,Device is trust-compliant.,False,
7,user_0_phone,primary,Normal,0.0,1.0,0.947,0.018,0.5718,False,Device is trust-compliant.,False,
7,user_0_laptop_1,linked,Normal,0.0,1.0,0.9764,0.018,0.5645,False,Device is trust-compliant.,False,
8,user_0_phone,primary,Normal,0.0,1.0,0.9631,0.018,0.5678,False,Device is trust-compliant.,False,
8,user_0_laptop_1,linked,Normal,0.0,1.0,0.9701,0.018,0.5661,False,Device is trust-compliant.,False,
9,user_0_phone,primary,Normal,0.0,1.0,0.9749,0.018,0.5649,False,Device is trust-compliant.,False,
9,user_0_laptop_1,linked,Normal,0.0,1.0,0.9821,0.018,0.5631,False,Device is trust-compliant.,False,
10,user_0_phone,primary,Normal,0.0,1.0,0.9825,0.018,0.563,False,Device is trust-compliant.,False,
10,user_0_laptop_1,linked,Normal,0.0,1.0,0.9893,0.018,0.5614,False,Device is trust-compliant.,False,
10,rogue_client_0,linked,Normal,0.1048,0.8952,1.0,0.0781,0.0955,False,Device is trust-compliant.,False,
11,user_0_phone,primary,Normal,0.0,1.0,0.9878,0.0209,0.5632,False,Device is trust-compliant.,False,
11,user_0_laptop_1,linked,Normal,0.0,1.0,0.9936,0.018,0.5603,False,Device is trust-compliant.,False,
11,rogue_client_0,linked,Normal,0.0,1.0,1.0,1.0,0.9002,True,Behavioral anomaly detected (Risk: 0.90 >= 0.65),True,11
12,user_0_phone,primary,Normal,0.0,1.0,0.9915,0.0246,0.5641,False,Device is trust-compliant.,False,
12,user_0_laptop_1,linked,Normal,0.0,1.0,0.9961,0.018,0.5597,False,Device is trust-compliant.,False,
13,user_0_phone,primary,Normal,0.0,1.0,0.9942,0.0195,0.5609,False,Device is trust-compliant.,False,
13,user_0_laptop_1,linked,Normal,0.0,1.0,0.9822,0.018,0.5631,False,Device is trust-compliant.,False,
14,user_0_phone,primary,Normal,0.0,1.0,0.996,0.018,0.5597,False,Device is trust-compliant.,False,
14,user_0_laptop_1,linked,Normal,0.0,1.0,0.989,0.0183,0.5616,False,Device is trust-compliant.,False,
15,user_0_phone,primary,Normal,0.0,1.0,0.9798,0.0336,0.5714,False,Device is trust-compliant.,False,
15,user_0_laptop_1,linked,Normal,0.0,1.0,0.9932,0.018,0.5604,False,Device is trust-compliant.,False,
16,user_0_phone,primary,Normal,0.0,1.0,0.9859,0.0527,0.5792,False,Device is trust-compliant.,False,
16,user_0_laptop_1,linked,Normal,0.0,1.0,0.9958,0.018,0.5598,False,Device is trust-compliant.,False,
17,user_0_phone,primary,Normal,0.0,1.0,0.9904,0.0612,0.5822,False,Device is trust-compliant.,False,
17,user_0_laptop_1,linked,Normal,0.0,1.0,0.9974,0.018,0.5594,False,Device is trust-compliant.,False,
18,user_0_phone,primary,Normal,0.0,1.0,0.9933,0.0552,0.5786,False,Device is trust-compliant.,False,
18,user_0_laptop_1,linked,Normal,0.0,1.0,0.9984,0.018,0.5591,False,Device is trust-compliant.,False,
19,user_0_phone,primary,Normal,0.0,1.0,0.9954,0.0488,0.575,False,Device is trust-compliant.,False,
19,user_0_laptop_1,linked,Normal,0.0,1.0,0.999,0.018,0.559,False,Device is trust-compliant.,False,
20,user_0_phone,primary,Normal,0.0,1.0,0.9969,0.0511,0.5757,False,Device is trust-compliant.,False,
20,user_0_laptop_1,linked,Normal,0.0,1.0,0.9994,0.018,0.5589,False,Device is trust-compliant.,False,
21,user_0_phone,primary,Normal,0.0,1.0,0.9978,0.0337,0.567,False,Device is trust-compliant.,False,
21,user_0_laptop_1,linked,Normal,0.0,1.0,0.9842,0.018,0.5626,False,Device is trust-compliant.,False,
22,user_0_phone,primary,Normal,0.0,1.0,0.9985,0.0224,0.5613,False,Device is trust-compliant.,False,
22,user_0_laptop_1,linked,Normal,0.0,1.0,0.9905,0.018,0.5611,False,Device is trust-compliant.,False,
23,user_0_phone,primary,Normal,0.0,1.0,0.999,0.0201,0.56,False,Device is trust-compliant.,False,
23,user_0_laptop_1,linked,Normal,0.0,1.0,0.9343,0.018,0.5749,False,Device is trust-compliant.,False,
24,user_0_phone,primary,Idle,0.0,1.0,0.9823,0.0194,0.5638,False,Device is trust-compliant.,False,
24,user_0_laptop_1,linked,Idle,0.0,1.0,0.9456,0.018,0.5721,False,Device is trust-compliant.,False,
25,user_0_phone,primary,Idle,0.0,1.0,0.988,0.019,0.5622,False,Device is trust-compliant.,False,
25,user_0_laptop_1,linked,Idle,0.0,1.0,0.9524,0.018,0.5704,False,Device is trust-compliant.,False,
26,user_0_phone,primary,Idle,0.0,1.0,0.9748,0.0188,0.5653,False,Device is trust-compliant.,False,
26,user_0_laptop_1,linked,Normal,0.0,1.0,0.9564,0.018,0.5694,False,Device is trust-compliant.,False,
27,user_0_phone,primary,Idle,0.0,1.0,0.9659,0.0188,0.5675,False,Device is trust-compliant.,False,
27,user_0_laptop_1,linked,Normal,0.0,1.0,0.9588,0.018,0.5689,False,Device is trust-compliant.,False,
28,user_0_phone,primary,Idle,0.0,1.0,0.9768,0.0196,0.5652,False,Device is trust-compliant.,False,
28,user_0_laptop_1,linked,Normal,0.0,1.0,0.9603,0.018,0.5685,False,Device is trust-compliant.,False,
29,user_0_phone,primary,Idle,0.0,1.0,0.9672,0.0192,0.5674,False,Device is trust-compliant.,False,
29,user_0_laptop_1,linked,Normal,0.0,1.0,0.9762,0.018,0.5646,False,Device is trust-compliant.,False,
30,user_0_phone,primary,Normal,0.0,1.0,0.9607,0.0181,0.5684,False,Device is trust-compliant.,False,
30,user_0_laptop_1,linked,Idle,0.0,1.0,0.9857,0.018,0.5623,False,Device is trust-compliant.,False,
31,user_0_phone,primary,Normal,0.0,1.0,0.9733,0.0181,0.5653,False,Device is trust-compliant.,False,
31,user_0_laptop_1,linked,Normal,0.0,1.0,0.9914,0.018,0.5608,False,Device is trust-compliant.,False,
32,user_0_phone,primary,Normal,0.0,1.0,0.9648,0.018,0.5674,False,Device is trust-compliant.,False,
32,user_0_laptop_1,linked,Normal,0.0,1.0,0.9948,0.0192,0.5606,False,Device is trust-compliant.,False,
33,user_0_phone,primary,Normal,0.0,1.0,0.9761,0.018,0.5646,False,Device is trust-compliant.,False,
33,user_0_laptop_1,linked,Normal,0.0,1.0,0.9969,0.0202,0.5606,False,Device is trust-compliant.,False,
34,user_0_phone,primary,Normal,0.0,1.0,0.9837,0.018,0.5627,False,Device is trust-compliant.,False,
34,user_0_laptop_1,linked,Normal,0.0,1.0,0.9981,0.0181,0.5592,False,Device is trust-compliant.,False,
35,user_0_phone,primary,Normal,0.0,1.0,0.9713,0.02,0.5668,False,Device is trust-compliant.,False,
35,user_0_laptop_1,linked,Normal,0.0,1.0,0.9988,0.018,0.559,False,Device is trust-compliant.,False,
36,user_0_phone,primary,Normal,0.0,1.0,0.98,0.0204,0.5648,False,Device is trust-compliant.,False,
36,user_0_laptop_1,linked,Normal,0.0,1.0,0.9993,0.018,0.5589,False,Device is trust-compliant.,False,
37,user_0_phone,primary,Normal,0.0,1.0,0.9864,0.018,0.5621,False,Device is trust-compliant.,False,
37,user_0_laptop_1,linked,Normal,0.0,1.0,0.9996,0.0196,0.5596,False,Device is trust-compliant.,False,
38,user_0_phone,primary,Normal,0.0,1.0,0.9905,0.018,0.5611,False,Device is trust-compliant.,False,
38,user_0_laptop_1,linked,Normal,0.0,1.0,0.9998,0.0196,0.5596,False,Device is trust-compliant.,False,
39,user_0_phone,primary,Normal,0.0,1.0,0.9934,0.018,0.5604,False,Device is trust-compliant.,False,
39,user_0_laptop_1,linked,Normal,0.0,1.0,0.9999,0.023,0.5612,False,Device is trust-compliant.,False,
40,user_0_phone,primary,Normal,0.0,1.0,0.9954,0.018,0.5599,False,Device is trust-compliant.,False,
40,user_0_laptop_1,linked,Normal,0.0,1.0,0.9999,0.0234,0.5614,False,Device is trust-compliant.,False,
1,user_0_phone,primary,Idle,0.055,0.945,0.98,0.0131,0.0382,False,Device is trust-compliant.,False,
1,user_0_laptop_1,linked,Idle,0.0719,0.9281,0.98,0.0724,0.0721,False,Device is trust-compliant.,False,
1,silent_forgotten_tablet,linked,Idle,0.036,0.964,0.995,0.0112,0.0261,False,Device is trust-compliant.,False,
2,user_0_phone,primary,Idle,0.0,1.0,0.9687,0.018,0.5664,False,Device is trust-compliant.,False,
2,user_0_laptop_1,linked,Idle,0.0,1.0,0.9723,0.018,0.5655,False,Device is trust-compliant.,False,
2,silent_forgotten_tablet,linked,Idle,0.0494,0.9506,0.9902,0.0316,0.0423,False,Device is trust-compliant.,False,
3,user_0_phone,primary,Idle,0.0,1.0,0.9608,0.018,0.5684,False,Device is trust-compliant.,False,
3,user_0_laptop_1,linked,Normal,0.0,1.0,0.9675,0.018,0.5667,False,Device is trust-compliant.,False,
3,silent_forgotten_tablet,linked,Idle,0.0159,0.9841,0.9857,0.0477,0.0286,False,Device is trust-compliant.,False,
4,user_0_phone,primary,Idle,0.0,1.0,0.9553,0.018,0.5697,False,Device is trust-compliant.,False,
4,user_0_laptop_1,linked,Idle,0.0,1.0,0.9646,0.018,0.5674,False,Device is trust-compliant.,False,
4,silent_forgotten_tablet,linked,Idle,0.0172,0.9828,0.9815,0.0263,0.0208,False,Device is trust-compliant.,False,
5,user_0_phone,primary,Idle,0.0,1.0,0.9515,0.018,0.5706,False,Device is trust-compliant.,False,
5,user_0_laptop_1,linked,Normal,0.0,1.0,0.9628,0.018,0.5679,False,Device is trust-compliant.,False,
5,silent_forgotten_tablet,linked,Idle,0.0222,0.9778,0.9774,0.0205,0.0215,True,Inactivity timer expired (Epoch Gap: 5 >= 5),True,5
6,user_0_phone,primary,Normal,0.0,1.0,0.9662,0.018,0.567,False,Device is trust-compliant.,False,
6,user_0_laptop_1,linked,Normal,0.0,1.0,0.9617,0.018,0.5681,False,Device is trust-compliant.,False,
7,user_0_phone,primary,Normal,0.0,1.0,0.9591,0.018,0.5688,False,Device is trust-compliant.,False,
7,user_0_laptop_1,linked,Normal,0.0,1.0,0.9764,0.018,0.5645,False,Device is trust-compliant.,False,
8,user_0_phone,primary,Normal,0.0,1.0,0.9715,0.018,0.5657,False,Device is trust-compliant.,False,
8,user_0_laptop_1,linked,Normal,0.0,1.0,0.9858,0.018,0.5622,False,Device is trust-compliant.,False,
9,user_0_phone,primary,Normal,0.0,1.0,0.9802,0.018,0.5636,False,Device is trust-compliant.,False,
9,user_0_laptop_1,linked,Normal,0.0,1.0,0.9915,0.018,0.5608,False,Device is trust-compliant.,False,
10,user_0_phone,primary,Normal,0.0,1.0,0.9862,0.018,0.5621,False,Device is trust-compliant.,False,
10,user_0_laptop_1,linked,Normal,0.0,1.0,0.9948,0.018,0.56,False,Device is trust-compliant.,False,
10,rogue_client_0,linked,Normal,0.0723,0.9277,1.0,0.0613,0.0685,False,Device is trust-compliant.,False,
11,user_0_phone,primary,Normal,0.0,1.0,0.9904,0.018,0.5611,False,Device is trust-compliant.,False,
11,user_0_laptop_1,linked,Normal,0.0,1.0,0.9814,0.0267,0.5676,False,Device is trust-compliant.,False,
11,rogue_client_0,linked,Normal,0.0,1.0,1.0,1.0,0.9002,True,Behavioral anomaly detected (Risk: 0.90 >= 0.65),True,11
12,user_0_phone,primary,Normal,0.0,1.0,0.9933,0.018,0.5604,False,Device is trust-compliant.,False,
12,user_0_laptop_1,linked,Normal,0.0,1.0,0.9885,0.0189,0.562,False,Device is trust-compliant.,False,
13,user_0_phone,primary,Normal,0.0,1.0,0.9954,0.018,0.5599,False,Device is trust-compliant.,False,
13,user_0_laptop_1,linked,Normal,0.0,1.0,0.9929,0.0185,0.5607,False,Device is trust-compliant.,False,
14,user_0_phone,primary,Normal,0.0,1.0,0.9969,0.018,0.5595,False,Device is trust-compliant.,False,
14,user_0_laptop_1,linked,Normal,0.0,1.0,0.9956,0.0225,0.562,False,Device is trust-compliant.,False,
15,user_0_phone,primary,Normal,0.0,1.0,0.9978,0.018,0.5593,False,Device is trust-compliant.,False,
15,user_0_laptop_1,linked,Normal,0.0,1.0,0.9819,0.0241,0.5662,False,Device is trust-compliant.,False,
16,user_0_phone,primary,Normal,0.0,1.0,0.9985,0.018,0.5591,False,Device is trust-compliant.,False,
16,user_0_laptop_1,linked,Normal,0.0,1.0,0.9889,0.0351,0.5699,False,Device is trust-compliant.,False,
17,user_0_phone,primary,Normal,0.0,1.0,0.999,0.018,0.559,False,Device is trust-compliant.,False,
17,user_0_laptop_1,linked,Normal,0.0,1.0,0.9783,0.0279,0.5689,False,Device is trust-compliant.,False,
18,user_0_phone,primary,Normal,0.0,1.0,0.9993,0.018,0.5589,False,Device is trust-compliant.,False,
18,user_0_laptop_1,linked,Normal,0.0,1.0,0.972,0.0272,0.5701,False,Device is trust-compliant.,False,
19,user_0_phone,primary,Normal,0.0,1.0,0.9299,0.018,0.5759,False,Device is trust-compliant.,False,
19,user_0_laptop_1,linked,Normal,0.0,1.0,0.9232,0.0469,0.5916,False,Device is trust-compliant.,False,
20,user_0_phone,primary,Normal,0.0,1.0,0.9338,0.018,0.575,False,Device is trust-compliant.,False,
20,user_0_laptop_1,linked,Normal,0.0,1.0,0.9539,0.0694,0.5951,False,Device is trust-compliant.,False,
21,user_0_phone,primary,Normal,0.0,1.0,0.9365,0.018,0.5743,False,Device is trust-compliant.,False,
21,user_0_laptop_1,linked,Normal,0.0,1.0,0.9723,0.1729,0.6396,False,Device is trust-compliant.,False,
22,user_0_phone,primary,Normal,0.0,1.0,0.9558,0.018,0.5696,False,Device is trust-compliant.,False,
22,user_0_laptop_1,linked,Normal,0.0,1.0,0.9834,0.2096,0.6538,True,Behavioral anomaly detected (Risk: 0.65 >= 0.65),True,22
23,user_0_phone,primary,Normal,0.0,1.0,0.9699,0.018,0.5661,False,Device is trust-compliant.,False,
24,user_0_phone,primary,Normal,0.0,1.0,0.9625,0.018,0.568,False,Device is trust-compliant.,False,
25,user_0_phone,primary,Normal,0.0,1.0,0.9575,0.018,0.5692,False,Device is trust-compliant.,False,
26,user_0_phone,primary,Normal,0.0,1.0,0.9541,0.018,0.57,False,Device is trust-compliant.,False,
27,user_0_phone,primary,Normal,0.0,1.0,0.9518,0.018,0.5706,False,Device is trust-compliant.,False,
28,user_0_phone,primary,Normal,0.0,1.0,0.9502,0.018,0.571,False,Device is trust-compliant.,False,
29,user_0_phone,primary,Normal,0.0,1.0,0.9661,0.018,0.5671,False,Device is trust-compliant.,False,
30,user_0_phone,primary,Normal,0.0,1.0,0.9599,0.018,0.5686,False,Device is trust-compliant.,False,
31,user_0_phone,primary,Normal,0.0,1.0,0.9721,0.018,0.5656,False,Device is trust-compliant.,False,
32,user_0_phone,primary,Normal,0.0,1.0,0.9806,0.018,0.5635,False,Device is trust-compliant.,False,
33,user_0_phone,primary,Normal,0.0,1.0,0.9865,0.018,0.5621,False,Device is trust-compliant.,False,
34,user_0_phone,primary,Normal,0.0,1.0,0.9906,0.018,0.561,False,Device is trust-compliant.,False,
35,user_0_phone,primary,Normal,0.0,1.0,0.9935,0.018,0.5603,False,Device is trust-compliant.,False,
36,user_0_phone,primary,Normal,0.0,1.0,0.9781,0.018,0.5641,False,Device is trust-compliant.,False,
37,user_0_phone,primary,Normal,0.0,1.0,0.9674,0.018,0.5667,False,Device is trust-compliant.,False,
38,user_0_phone,primary,Normal,0.0,1.0,0.9599,0.018,0.5686,False,Device is trust-compliant.,False,
39,user_0_phone,primary,Normal,0.0,1.0,0.9721,0.018,0.5656,False,Device is trust-compliant.,False,
40,user_0_phone,primary,Normal,0.0,1.0,0.9806,0.018,0.5635,False,Device is trust-compliant.,False,
1,user_0_phone,primary,Idle,0.1267,0.8733,0.98,0.0331,0.0893,False,Device is trust-compliant.,False,
1,user_0_laptop_1,linked,Idle,0.0599,0.9401,0.98,0.0343,0.0496,False,Device is trust-compliant.,False,
1,silent_forgotten_tablet,linked,Idle,0.0148,0.9852,0.995,0.0446,0.0267,False,Device is trust-compliant.,False,
2,user_0_phone,primary,Normal,0.0,1.0,0.9861,0.018,0.5622,False,Device is trust-compliant.,False,
2,user_0_laptop_1,linked,Idle,0.0,1.0,0.9723,0.018,0.5655,False,Device is trust-compliant.,False,
2,silent_forgotten_tablet,linked,Idle,0.0789,0.9211,0.9902,0.018,0.0546,False,Device is trust-compliant.,False,
3,user_0_phone,primary,Idle,0.0,1.0,0.9729,0.018,0.5654,False,Device is trust-compliant.,False,
3,user_0_laptop_1,linked,Idle,0.0,1.0,0.9829,0.018,0.5629,False,Device is trust-compliant.,False,
3,silent_forgotten_tablet,linked,Idle,0.0721,0.9279,0.9857,0.0426,0.0603,False,Device is trust-compliant.,False,
4,user_0_phone,primary,Idle,0.0,1.0,0.9637,0.018,0.5677,False,Device is trust-compliant.,False,
4,user_0_laptop_1,linked,Idle,0.0,1.0,0.9741,0.018,0.5651,False,Device is trust-compliant.,False,
4,silent_forgotten_tablet,linked,Idle,0.0662,0.9338,0.9815,0.019,0.0473,False,Device is trust-compliant.,False,
5,user_0_phone,primary,Normal,0.0,1.0,0.9573,0.018,0.5692,False,Device is trust-compliant.,False,
5,user_0_laptop_1,linked,Idle,0.0,1.0,0.984,0.018,0.5627,False,Device is trust-compliant.,False,
5,silent_forgotten_tablet,linked,Idle,0.0675,0.9325,0.9774,0.0288,0.052,True,Inactivity timer expired (Epoch Gap: 5 >= 5),True,5
6,user_0_phone,primary,Idle,0.0,1.0,0.9529,0.018,0.5703,False,Device is trust-compliant.,False,
6,user_0_laptop_1,linked,Idle,0.0,1.0,0.9747,0.018,0.565,False,Device is trust-compliant.,False,
7,user_0_phone,primary,Normal,0.0,1.0,0.9498,0.018,0.5711,False,Device is trust-compliant.,False,
7,user_0_laptop_1,linked,Normal,0.0,1.0,0.969,0.018,0.5664,False,Device is trust-compliant.,False,
8,user_0_phone,primary,Normal,0.0,1.0,0.9477,0.018,0.5716,False,Device is trust-compliant.,False,
8,user_0_laptop_1,linked,Normal,0.0,1.0,0.9655,0.018,0.5672,False,Device is trust-compliant.,False,
9,user_0_phone,primary,Normal,0.0,1.0,0.9636,0.018,0.5677,False,Device is trust-compliant.,False,
9,user_0_laptop_1,linked,Normal,0.0,1.0,0.9787,0.018,0.564,False,Device is trust-compliant.,False,
10,user_0_phone,primary,Normal,0.0,1.0,0.9747,0.018,0.565,False,Device is trust-compliant.,False,
10,user_0_laptop_1,linked,Normal,0.0,1.0,0.9872,0.018,0.5619,False,Device is trust-compliant.,False,
10,rogue_client_0,linked,Normal,0.1493,0.8507,1.0,0.0736,0.1228,False,Device is trust-compliant.,False,
11,user_0_phone,primary,Normal,0.0,1.0,0.9824,0.018,0.5631,False,Device is trust-compliant.,False,
11,user_0_laptop_1,linked,Normal,0.0,1.0,0.9923,0.0194,0.5613,False,Device is trust-compliant.,False,
11,rogue_client_0,linked,Normal,0.0,1.0,0.9415,1.0,0.9054,True,Behavioral anomaly detected (Risk: 0.91 >= 0.65),True,11
12,user_0_phone,primary,Normal,0.0,1.0,0.988,0.018,0.5617,False,Device is trust-compliant.,False,
12,user_0_laptop_1,linked,Normal,0.0,1.0,0.9804,0.0326,0.5707,False,Device is trust-compliant.,False,
13,user_0_phone,primary,Normal,0.0,1.0,0.9918,0.018,0.5607,False,Device is trust-compliant.,False,
13,user_0_laptop_1,linked,Normal,0.0,1.0,0.9882,0.0268,0.566,False,Device is trust-compliant.,False,
14,user_0_phone,primary,Normal,0.0,1.0,0.9943,0.018,0.5601,False,Device is trust-compliant.,False,
14,user_0_laptop_1,linked,Normal,0.0,1.0,0.9927,0.0188,0.5609,False,Device is trust-compliant.,False,
15,user_0_phone,primary,Normal,0.0,1.0,0.996,0.018,0.5597,False,Device is trust-compliant.,False,
15,user_0_laptop_1,linked,Normal,0.0,1.0,0.9956,0.0188,0.5602,False,Device is trust-compliant.,False,
16,user_0_phone,primary,Normal,0.0,1.0,0.9798,0.0199,0.5646,False,Device is trust-compliant.,False,
16,user_0_laptop_1,linked,Normal,0.0,1.0,0.9374,0.018,0.5741,False,Device is trust-compliant.,False,
17,user_0_phone,primary,Normal,0.0,1.0,0.9859,0.021,0.5637,False,Device is trust-compliant.,False,
17,user_0_laptop_1,linked,Normal,0.0,1.0,0.9614,0.018,0.5682,False,Device is trust-compliant.,False,
18,user_0_phone,primary,Normal,0.0,1.0,0.9902,0.018,0.5611,False,Device is trust-compliant.,False,
18,user_0_laptop_1,linked,Normal,0.0,1.0,0.9762,0.018,0.5646,False,Device is trust-compliant.,False,
19,user_0_phone,primary,Normal,0.0,1.0,0.9758,0.0236,0.5674,False,Device is trust-compliant.,False,
19,user_0_laptop_1,linked,Normal,0.0,1.0,0.9853,0.018,0.5623,False,Device is trust-compliant.,False,
20,user_0_phone,primary,Normal,0.0002,0.9998,0.9835,0.0896,0.5977,False,Device is trust-compliant.,False,
20,user_0_laptop_1,linked,Normal,0.0,1.0,0.9909,0.018,0.561,False,Device is trust-compliant.,False,
21,user_0_phone,primary,Normal,0.0,1.0,0.9208,0.2972,0.7055,True,Behavioral anomaly detected (Risk: 0.71 >= 0.65),True,21
